,name,Ambulatory Surgical Clinic,Animal Bite Treatment Center,Barangay Health Station,Birthing Home,City Health Office,DepEd Clinic,Drug Abuse Treatment and Rehabilitation Centers,General Clinic Laboratory,Hospital,Infirmary,Municipal Health Office,Provincial Health Office,Psychiatric Care Facility,Rural Health Unit,Social hygiene Clinic,year
1110,Pinamalayan,0,0,37,0,0,0,0,0,4,0,0,0,0,1,0,2019
1111,Pinamungajan,0,0,26,0,0,0,0,0,0,1,0,0,0,1,0,2019
1112,Pinili,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,2019
1113,Pintuyan,0,0,3,1,0,0,0,0,0,1,0,0,0,1,0,2019
1114,Pinukpuk,0,0,22,0,0,0,0,0,0,1,0,0,0,4,0,2019
1115,Pio Duran,0,0,10,2,0,0,0,0,0,3,0,0,0,1,0,2019
1116,Pio V Corpuz,0,0,18,0,0,0,0,0,0,0,0,0,0,1,0,2019
1117,Pitogo (QN),0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,2019
1118,Pitogo (ZR),0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,2019
1119,Pinan,0,0,9,1,0,0,0,0,0,1,0,0,0,1,0,2019
1120,Placer (MS),0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,2019
1121,Placer (SN),0,0,4,0,0,0,0,0,0,1,0,0,0,1,0,2019
1122,Plaridel (BU),0,0,16,7,0,0,0,0,8,0,0,0,0,3,0,2019
1123,Plaridel (MC),0,0,8,0,0,0,0,0,1,1,0,0,0,1,0,2019
1124,Plaridel (QN),0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2019
1125,Pola,0,0,22,0,0,0,0,0,0,0,0,0,0,1,0,2019
1126,Polanco,0,0,12,1,0,0,0,0,0,0,0,0,0,1,0,2019
1127,Polangui,0,0,11,3,0,0,0,0,0,1,0,0,0,1,0,2019
1128,Polillo,0,0,20,0,0,0,0,0,1,0,0,0,0,1,0,2019
1129,Polomolok,0,0,28,8,0,0,0,0,2,2,0,0,0,1,0,2019
1130,Pontevedra (CZ),0,0,17,0,0,0,0,0,1,0,0,0,0,1,0,2019
1131,Pontevedra (NO),0,0,20,0,0,0,0,0,0,0,0,0,0,1,0,2019
1132,Poona Bayabao,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,2019
1133,Poona Piagapo,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,2019
1134,Porac,0,0,25,2,0,0,0,0,1,0,0,0,0,2,0,2019
1135,Poro,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,2019
1136,Pototan,0,0,16,2,0,0,1,0,1,0,0,0,0,1,0,2019
1137,Pozorrubio,0,0,33,0,0,0,0,0,1,0,0,0,0,1,0,2019
1138,Presentacion,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0,2019
1139,President Garcia,0,0,21,0,0,0,0,0,0,1,0,0,0,1,0,2019
1140,President Quirino,0,0,19,0,0,0,0,0,0,2,0,0,0,1,0,2019
1141,President Roxas (CZ),0,0,17,2,0,0,0,0,0,0,0,0,0,1,0,2019
1142,President Roxas (NC),0,0,24,1,0,0,0,0,0,1,0,0,0,1,0,2019
1143,Roxas (ZN),0,0,17,1,0,0,0,0,0,0,0,0,0,1,0,2019
1144,Prieto Diaz,0,0,7,1,0,0,0,0,0,1,0,0,0,1,0,2019
1145,Prosperidad,0,0,18,0,0,0,0,0,1,0,0,0,0,1,0,2019
1146,Pualas,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2019
1147,Pudtol,0,0,22,0,0,0,0,0,0,1,0,0,0,1,0,2019
1148,Puerto Galera,0,0,13,0,0,0,0,0,0,2,0,0,0,1,0,2019
1149,Puerto Princesa,0,0,58,0,0,0,0,0,4,0,0,0,0,1,1,2019
1150,Pugo,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,2019
1151,Pulilan,0,0,17,4,0,0,0,0,2,1,0,0,0,2,0,2019
1152,Pulupandan,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,2019
1153,Pura,0,0,12,1,0,0,0,0,0,0,0,0,0,1,0,2019
1154,Quezon (BK),0,0,32,2,0,0,0,0,1,3,0,0,0,1,0,2019
1155,Quezon (IA),0,0,10,3,0,0,0,0,0,1,0,0,0,1,0,2019
1156,Quezon (MM),0,0,1,28,0,0,2,0,66,9,0,0,0,65,4,2019
1157,Quezon (NE),0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,2019
1158,Quezon (NV),0,0,6,1,0,0,0,0,0,0,0,0,0,1,0,2019
1159,Quezon (PN),0,0,14,0,0,0,0,0,0,1,0,0,0,1,0,2019
1160,Quezon (QN),0,0,24,0,0,0,0,0,0,0,0,0,0,1,0,2019
1161,Quinapondan,0,0,5,0,0,0,0,0,0,1,0,0,0,1,0,2019
1162,Quirino (IS),0,0,9,0,0,0,0,0,0,1,0,0,0,1,0,2019
1163,Quirino (IA),0,0,22,1,0,0,0,0,0,0,0,0,0,1,0,2019
1164,Ragay,0,0,28,0,0,0,0,0,0,1,0,0,0,1,0,2019
1165,Rajah Buayan,0,0,4,2,0,0,0,0,0,0,0,0,0,1,0,2019
1166,Ramon,0,0,19,1,0,0,0,0,0,1,0,0,1,1,0,2019
1167,Ramon Magsaysay,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,2019
1168,Ramos,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,2019
1169,Rapu-Rapu,0,0,7,0,0,0,0,0,2,0,0,0,0,1,0,2019
1170,Real,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,2019
1171,Reina Mercedes,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,2019
1172,Remedios T. Romualdez,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,2019
1173,Rizal (CG),0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,2019
1174,Rizal (KA),0,0,10,1,0,0,0,0,0,1,0,0,0,1,0,2019
1175,Rizal (LA),0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,2019
1176,Rizal (NE),0,0,7,2,0,0,0,0,0,0,0,0,0,1,0,2019
1177,Rizal (OM),0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,2019
1178,Rizal (PN),0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,2019
1179,Rizal (ZN),0,0,6,1,0,0,0,0,0,0,0,0,0,1,0,2019
1180,Rodriguez,0,0,23,6,0,0,0,0,2,1,0,0,0,4,0,2019
1181,Romblon,0,0,27,0,0,0,0,0,0,1,0,0,0,1,0,2019
1182,Ronda,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,2019
1183,Rosales,0,0,34,0,0,0,0,0,3,1,0,0,0,1,0,2019
1184,Rosario (AS),0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,2019
1185,Rosario (BS),0,0,34,3,0,0,0,0,5,0,0,0,0,3,0,2019
1186,Rosario (CE),0,0,19,4,0,0,0,0,3,0,0,0,0,1,0,2019
1187,Rosario (LU),0,0,13,1,0,0,0,0,1,0,0,0,0,1,0,2019
1188,Rosario (NS),0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,2019
1189,R.T. Lim,0,0,10,1,0,0,0,0,0,0,0,0,0,1,0,2019
1190,Roxas (CZ),0,0,47,1,0,0,0,0,5,0,0,0,0,1,0,2019
1191,Roxas (IA),0,0,15,1,0,0,0,0,4,2,0,0,0,1,0,2019
1192,Roxas (OR),0,0,20,0,0,0,0,0,0,1,0,0,0,1,0,2019
1193,Roxas (PN),0,0,26,0,0,0,0,0,0,2,0,0,0,1,0,2019
1194,Sabangan,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,2019
1195,Sablan,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,2019
1196,Sablayan,0,0,20,0,0,0,0,0,2,0,0,0,0,3,0,2019
1197,Sabtang,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2019
1198,Sadanga,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,2019
1199,Sagada,0,0,8,0,0,0,0,0,1,0,0,0,0,1,0,2019
1200,Sagay (CM),0,0,9,1,0,0,0,0,0,0,0,0,0,1,0,2019
1201,Sagay (NO),0,0,26,4,0,0,0,0,2,0,0,0,0,1,0,2019
1202,Sagbayan,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,2019
1203,Saguday,0,0,9,1,0,0,0,0,0,0,0,0,0,1,0,2019
1204,Saguiaran,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0,2019
1205,Sagnay,0,0,16,0,0,0,0,0,0,1,1,0,0,0,0,2019
1206,Saint Bernard,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,2019
1207,Salay,0,0,17,0,0,0,0,0,1,0,0,0,0,2,0,2019
1208,Salcedo (ES),0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,2019
1209,Salcedo (IS),0,0,4,2,0,0,0,0,0,1,0,0,0,1,0,2019
1210,Sallapadan,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,2019
1211,Salug,0,0,9,1,0,0,0,0,0,0,0,0,0,1,0,2019
1212,Salvador,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,2019
1213,Salvador Benedicto,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,2019
1214,Samal,0,0,14,1,0,0,0,0,0,0,0,0,0,1,0,2019
1215,Samboan,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,2019
1216,Sampaloc,0,0,4,0,0,0,0,0,0,1,0,0,0,1,0,2019
1217,San Agustin (IA),0,0,6,2,0,0,0,0,0,0,0,0,0,1,0,2019
1218,San Agustin (RN),0,0,15,0,0,0,0,0,0,1,0,0,0,1,0,2019
1219,San Agustin (SS),0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,2019
1220,San Andres (CT),0,0,7,0,0,0,0,0,1,0,0,0,0,1,0,2019
1221,San Andres (QN),0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,2019
1222,San Andres (RN),0,0,12,0,0,0,0,0,0,1,0,0,0,1,0,2019
1223,San Antonio (NS),0,0,3,1,0,0,0,0,0,1,0,0,0,1,0,2019
1224,San Antonio (NE),0,0,10,1,0,0,0,0,1,0,0,0,0,3,0,2019
1225,San Antonio (QN),0,0,19,2,0,0,0,0,0,0,0,0,0,1,0,2019
1226,San Antonio (ZA),0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,2019
1227,San Benito,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2019
1228,San Carlos (NO),0,0,29,0,0,0,0,0,2,0,0,0,0,1,0,2019
1229,San Carlos (PS),0,0,84,1,0,0,0,0,5,0,0,0,0,6,0,2019
1230,Sanchez-Mira,0,0,5,1,0,0,0,0,1,1,0,0,0,1,0,2019
1231,San Clemente,0,0,10,1,0,0,0,0,0,0,0,0,0,1,0,2019
1232,San Dionisio,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,2019
1233,San Emilio,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,2019
1234,San Enrique (IO),0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,2019
1235,San Enrique (NO),0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,2019
1236,San Esteban,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,2019
1237,San Fabian,0,0,14,1,0,0,0,0,0,0,0,0,0,2,0,2019
1238,San Felipe,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,2019
1239,San Fernando (BK),0,0,23,0,0,0,0,0,0,1,0,0,0,1,0,2019
1240,San Fernando (CS),0,0,5,0,0,0,1,0,0,0,0,0,0,1,0,2019
1241,San Fernando (CU),0,0,20,0,0,0,0,0,0,0,0,0,0,2,0,2019
1242,San Fernando (LU),0,0,59,1,0,0,0,0,5,0,0,0,0,1,0,2019
1243,San Fernando (MS),0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2019
1244,San Fernando (PA),0,0,45,7,0,0,0,0,9,1,0,0,0,5,0,2019
1245,San Fernando (RN),0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,2019
1246,San Francisco (AS),0,0,7,0,0,0,0,0,1,0,0,0,0,1,0,2019
1247,San Francisco (CU),0,0,10,0,0,0,0,0,0,1,0,0,0,1,0,2019
1248,San Francisco (QN),0,0,15,0,0,0,0,0,1,0,0,0,0,1,0,2019
1249,San Francisco (SL),0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,2019
1250,San Francisco (SN),0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,2019
1251,San Gabriel,0,0,11,1,0,0,0,0,0,0,0,0,0,1,0,2019
1252,San Guillermo,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0,2019
1253,San Ildefonso (BU),0,0,32,0,0,0,0,0,1,1,0,0,0,3,0,2019
1254,San Ildefonso (IS),0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2019
1255,San Isidro (AA),0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,2019
1256,San Isidro (BL),0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,2019
1257,San Isidro (DN),0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,2019
1258,San Isidro (DO),0,0,16,0,0,0,0,0,0,0,0,0,0,1,0,2019
1259,San Isidro (IA),0,0,13,0,0,0,0,0,0,1,0,0,0,1,0,2019
1260,San Isidro (LE),0,0,9,1,0,0,0,0,0,0,0,0,0,1,0,2019
1261,San Isidro (NS),0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,2019
1262,San Isidro (NE),0,0,7,2,0,0,0,0,0,1,0,0,0,2,0,2019
1263,San Isidro (SN),0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2019
1264,San Jacinto (MS),0,0,7,0,0,0,0,0,0,1,0,0,0,1,0,2019
1265,San Jacinto (PS),0,0,15,1,0,0,0,0,0,0,0,0,0,1,0,2019
1266,San Joaquin,0,0,15,0,0,0,0,0,0,1,0,0,0,1,0,2019
1267,San Jorge,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,2019
1268,San Jose (AE),0,0,18,1,0,0,0,0,2,0,0,0,0,1,0,2019
1269,San Jose (BS),0,0,29,0,0,0,1,0,2,0,0,0,0,1,0,2019
1270,San Jose (CS),0,0,27,0,0,0,0,0,0,1,0,0,0,1,0,2019
1271,San Jose (DI),0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,2019
1272,San Jose (NR),0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,2019
1273,San Jose (NS),0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,2019
1274,San Jose (NE),0,0,33,6,0,0,0,0,2,0,0,0,0,5,0,2019
1275,San Jose (OM),0,0,31,0,0,0,0,0,4,0,0,0,0,2,0,2019
1276,San Jose (RN),0,0,5,0,0,0,0,0,0,1,0,0,0,1,0,2019
1277,San Jose (TC),0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,2019
1278,San Jose De Buan,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2019
1279,San Jose Del Monte,0,0,59,20,0,0,1,0,8,2,0,0,0,6,1,2019
1280,San Juan (AA),0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,2019
1281,San Juan (BS),0,0,42,2,0,0,0,0,5,0,0,0,0,2,0,2019
1282,San Juan (IS),0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,2019
1283,San Juan (LU),0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,2019
1284,San Juan (MM),0,0,5,0,0,0,0,0,3,0,0,0,0,16,1,2019
1285,San Juan (SR),0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,2019
1286,San Juan (SL),0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,2019
1287,San Julian,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2019
1288,San Leonardo,0,0,7,1,0,0,0,0,2,0,0,0,0,2,0,2019
1289,San Lorenzo,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,2019
1290,San Lorenzo Ruiz,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,2019
1291,San Luis (AS),0,0,20,0,0,0,0,0,0,0,0,0,0,1,0,2019
1292,San Luis (AU),0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,2019
1293,San Luis (BS),0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,2019
1294,San Luis (PA),0,0,17,1,0,0,0,0,1,0,0,0,0,2,0,2019
1295,San Manuel (IA),0,0,16,0,0,0,0,0,0,0,0,0,0,1,0,2019
1296,San Manuel (PS),0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,2019
1297,San Manuel (TC),0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,2019
1298,San Marcelino,0,0,17,1,0,0,0,0,1,0,0,0,0,1,0,2019
1299,San Mariano,0,0,36,1,0,0,0,0,1,0,0,0,0,1,0,2019
1300,San Mateo (IA),0,0,33,3,0,0,0,0,3,4,0,0,0,1,0,2019
1301,San Mateo (RL),0,0,15,3,0,0,0,0,2,1,0,0,0,5,0,2019
1302,San Miguel (BL),0,0,18,0,0,0,0,0,0,1,0,0,0,1,0,2019
1303,San Miguel (BU),0,0,42,0,0,0,0,0,2,0,0,0,0,4,0,2019
1304,San Miguel (CT),0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,2019
1305,San Miguel (IO),0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2019
1306,San Miguel (LE),0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,2019
1307,San Miguel (SS),0,0,14,0,0,0,0,0,0,1,0,0,0,1,0,2019
1308,San Miguel (ZR),0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,2019
1309,San Narciso (QN),0,0,25,0,0,0,0,0,1,0,0,0,0,1,0,2019
1310,San Narciso (ZA),0,0,16,0,0,0,0,0,0,0,0,0,0,1,0,2019
1311,San Nicolas (BS),0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,2019
1312,San Nicolas (IN),1,0,5,0,0,0,0,0,1,1,0,0,0,1,0,2019
1313,San Nicolas (PS),0,0,32,0,0,0,0,0,0,0,0,0,0,1,0,2019
1314,San Pablo (IA),0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,2019
1315,San Pablo (LA),0,1,77,12,1,0,0,0,7,0,0,0,0,6,0,2019
1316,San Pablo (ZR),0,0,8,1,0,0,0,0,0,0,0,0,0,1,0,2019
1317,San Pascual (BS),0,0,26,0,0,0,0,0,0,0,0,0,0,1,0,2019
1318,San Pascual (MS),0,0,22,1,0,0,0,0,0,0,0,0,0,1,0,2019
1319,San Pedro,0,0,21,4,0,0,0,0,7,0,0,0,0,2,0,2019
1320,San Policarpo,0,0,4,4,0,0,0,0,0,0,0,0,0,1,0,2019
1321,San Quintin (AA),0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2019
1322,San Quintin (PS),0,0,21,0,0,0,0,0,0,1,0,0,0,1,0,2019
1323,San Rafael (BU),0,0,24,5,0,0,0,0,0,0,0,0,1,3,0,2019
1324,San Rafael (IO),0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,2019
1325,San Remigio (AE),0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,2019
1326,San Remigio (CU),0,0,27,0,0,0,0,0,0,0,0,0,0,2,0,2019
1327,San Ricardo,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,2019
1328,San Roque,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,2019
1329,San Sebastian,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2019
1330,San Simon,0,0,13,1,0,0,0,0,0,0,0,0,0,1,0,2019
1331,San Teodoro,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,2019
1332,Santiago (AN),0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,2019
1333,Santiago (IS),0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2019
1334,Santiago (IA),0,0,37,6,0,0,0,0,7,1,0,0,0,1,0,2019
1335,San Vicente (CN),0,0,9,1,0,0,0,0,0,0,0,0,0,1,0,2019
1336,San Vicente (IS),0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,2019
1337,San Vicente (NS),0,0,3,1,0,0,0,0,0,1,0,0,0,1,0,2019
1338,San Vicente (PN),0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,2019
1339,Sapad,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,2019
1340,Sapang Dalaga,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,2019
1341,Sapa-Sapa,0,0,10,1,0,0,0,0,1,0,0,0,0,1,0,2019
1342,Sapi-An,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,2019
1343,Sara,0,0,10,0,0,0,0,0,1,0,0,0,0,1,0,2019
1344,Sarangani,0,0,12,0,0,0,0,0,1,0,0,0,0,1,0,2019
1345,Sariaya,0,0,28,6,0,0,0,0,2,0,0,0,0,1,0,2019
1346,Sarrat,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,2019
1347,Sasmuan,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,2019
1348,Science City of Munoz,0,0,37,0,0,0,0,0,0,1,0,0,0,2,0,2019
1349,Sebaste,0,0,6,4,0,0,0,0,0,1,0,0,0,1,0,2019
1350,Senator Ninoy Aquino,0,0,20,1,0,0,0,0,0,1,0,0,0,1,0,2019
1351,Sergio Osmena,0,0,10,1,0,0,0,0,0,1,0,0,0,1,0,2019
1352,Sevilla,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2019
1353,Shariff Aguak,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,2019
1354,Shariff Saydona Mustapha,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,2019
1355,Siasi,0,0,8,0,0,0,0,0,1,0,0,0,0,1,0,2019
1356,Siaton,0,0,26,0,0,0,0,0,0,1,0,0,0,1,0,2019
1357,Siay,0,0,8,1,0,0,0,0,0,0,0,0,0,1,0,2019
1358,Siayan,0,0,23,2,0,0,0,0,0,0,0,0,0,1,0,2019
1359,Sibagat,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,2019
1360,Sibalom,0,0,12,0,0,0,0,0,1,0,0,0,0,1,0,2019
1361,Sibonga,0,0,10,0,0,0,0,0,0,1,0,0,0,1,0,2019
1362,Sibuco,0,0,7,0,0,0,0,0,0,1,0,0,0,1,0,2019
1363,Sibulan,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,2019
1364,Sibunag,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,2019
1365,Sibutad,0,0,7,2,0,0,0,0,0,1,0,0,0,1,0,2019
