,id,DOCTOR,NURSE,MIDWIFE,DENTIST,NUTRITIONI,PHARMACIST,OCCUPATION,MEDICAL TE,PHYSICAL T,RADIOLOGY,X-RAY TECH,year
1315,San Pablo (LA),2630,4460,101,3,8,18,2,30,12,25,6,2017
1316,San Pablo (ZR),0,0,0,0,0,0,0,0,0,0,0,2017
1317,San Pascual (BS),0,0,0,0,0,0,0,0,0,0,0,2017
1318,San Pascual (MS),10,30,9,1,0,0,0,1,0,0,0,2017
1319,San Pedro,760,1910,24,4,3,9,0,21,4,8,0,2017
1320,San Policarpo,10,10,5,0,0,0,0,0,0,0,0,2017
1321,San Quintin (AA),0,10,2,0,0,0,0,0,0,0,0,2017
1322,San Quintin (PS),60,40,8,0,0,4,0,3,0,2,0,2017
1323,San Rafael (BU),40,50,19,1,0,0,0,3,0,0,0,2017
1324,San Rafael (IO),0,0,0,0,0,0,0,0,0,0,0,2017
1325,San Remigio (AE),10,10,7,0,0,0,0,0,0,0,0,2017
1326,San Remigio (CU),20,50,16,1,0,0,0,1,0,0,0,2017
1327,San Ricardo,0,10,3,0,0,0,0,1,0,0,0,2017
1328,San Roque,10,10,3,0,0,0,0,1,0,0,0,2017
1329,San Sebastian,0,0,0,0,0,0,0,0,0,0,0,2017
1330,San Simon,0,10,4,0,0,0,0,4,0,0,0,2017
1331,San Teodoro,10,50,3,1,0,0,0,0,0,0,0,2017
1332,Santiago (AN),10,10,5,0,0,0,0,1,0,0,0,2017
1333,Santiago (IS),0,30,3,0,0,2,0,0,0,0,0,2017
1334,Santiago (IA),950,4060,58,6,7,23,2,27,14,15,4,2017
1335,San Vicente (CN),20,40,5,0,0,0,0,1,1,0,0,2017
1336,San Vicente (IS),0,10,1,0,0,2,0,1,0,0,0,2017
1337,San Vicente (NS),10,10,3,0,0,0,0,0,0,0,0,2017
1338,San Vicente (PN),10,40,12,1,0,1,0,1,0,0,0,2017
1339,Sapad,10,80,6,0,0,0,0,0,0,0,0,2017
1340,Sapang Dalaga,30,120,17,0,0,1,0,1,0,0,0,2017
1341,Sapa-Sapa,40,150,29,2,0,1,0,2,0,0,0,2017
1342,Sapi-An,10,60,8,0,0,0,0,1,0,0,0,2017
1343,Sara,80,190,1,1,1,1,2,0,0,0,0,2017
1344,Sarangani,0,0,0,0,0,0,0,0,0,0,0,2017
1345,Sariaya,90,180,4,0,1,1,0,1,0,1,0,2017
1346,Sarrat,10,30,6,1,0,3,0,1,0,0,0,2017
1347,Sasmuan,10,10,8,0,0,0,0,1,0,0,0,2017
1348,Science City of Munoz,30,130,2,1,0,1,0,1,0,1,0,2017
1349,Sebaste,30,130,6,1,0,1,0,1,0,0,0,2017
1350,Senator Ninoy Aquino,50,70,12,0,1,1,0,3,0,0,0,2017
1351,Sergio Osmena,10,80,12,0,0,1,0,2,0,0,0,2017
1352,Sevilla,0,0,0,0,0,0,0,0,0,0,0,2017
1353,Shariff Aguak,0,0,0,0,0,0,0,0,0,0,0,2017
1354,Shariff Saydona Mustapha,0,0,0,0,0,0,0,0,0,0,0,2017
1355,Siasi,10,0,0,0,0,0,0,0,0,0,0,2017
1356,Siaton,40,190,4,1,1,3,0,1,0,0,1,2017
1357,Siay,0,0,0,0,0,3,0,0,0,0,0,2017
1358,Siayan,10,0,4,0,0,0,0,1,0,0,0,2017
1359,Sibagat,10,10,8,1,0,0,0,1,0,0,0,2017
1360,Sibalom,40,120,11,2,1,2,0,2,0,0,0,2017
1361,Sibonga,10,20,7,0,0,0,0,0,0,0,0,2017
1362,Sibuco,0,20,4,0,0,0,0,0,0,0,0,2017
1363,Sibulan,10,60,19,1,1,0,0,0,0,0,0,2017
1364,Sibunag,0,0,0,0,0,0,0,0,0,0,0,2017
1365,Sibutad,10,40,3,0,0,1,0,1,0,0,0,2017
1366,Sibutu,30,40,2,0,1,1,0,1,0,0,0,2017
1367,Sierra Bullones,10,110,11,1,0,1,0,1,0,0,0,2017
1368,Sigay,10,0,3,0,0,0,0,0,0,0,0,2017
1369,Sigma,10,70,11,1,0,0,0,1,0,0,0,2017
1370,Sikatuna,0,0,0,0,0,0,0,0,0,0,0,2017
1371,Silago,10,10,5,0,0,1,0,1,0,0,0,2017
1372,Silang,260,300,7,1,0,3,0,10,0,4,1,2017
1373,Silay,700,1080,41,3,3,11,1,17,0,9,1,2017
1374,Silvino Lobos,10,10,4,0,0,0,0,0,0,0,0,2017
1375,Simunul,0,0,0,0,0,0,0,0,0,0,0,2017
1376,Sinacaban,20,80,10,0,0,0,0,1,0,0,0,2017
1377,Sinait,160,480,18,5,1,9,0,7,0,1,0,2017
1378,Sindangan,130,390,42,5,2,21,0,4,0,1,0,2017
1379,Siniloan,50,240,15,2,0,1,0,3,1,1,1,2017
1380,Siocon,0,0,0,0,0,0,0,0,0,0,0,2017
1381,Sipalay,0,0,0,0,0,0,0,0,0,0,0,2017
1382,Sipocot,30,10,1,0,0,0,0,2,0,0,0,2017
1383,Siquijor,60,470,14,3,3,1,0,7,0,1,0,2017
1384,Sirawai,30,120,6,0,0,0,0,0,0,0,0,2017
1385,Siruma,0,0,0,0,0,0,0,0,0,0,0,2017
1386,Sison (PS),90,390,11,15,0,3,0,2,0,0,0,2017
1387,Sison (SN),10,10,4,0,0,0,0,0,0,0,0,2017
1388,Sitangkai,0,0,0,0,0,0,0,0,0,0,0,2017
1389,Socorro (OR),10,70,13,0,0,5,0,1,0,0,0,2017
1390,Socorro (SN),0,40,1,1,0,0,0,0,0,0,0,2017
1391,Sofronio Espanola,10,10,10,0,0,1,0,0,0,0,0,2017
1392,Sogod (CU),10,20,6,0,0,0,0,0,0,0,0,2017
1393,Sogod (SL),160,220,16,3,2,2,0,13,0,0,0,2017
1394,Solana,30,10,0,1,0,0,0,0,0,0,0,2017
1395,Solano,350,770,25,2,0,11,0,5,0,3,1,2017
1396,Solsona,10,30,4,1,0,6,0,1,0,0,0,2017
1397,Sominot,10,10,3,0,0,0,0,0,0,0,0,2017
1398,Sorsogon,460,1030,99,15,6,4,0,25,0,2,1,2017
1399,South Ubian,0,0,0,0,0,0,0,0,0,0,0,2017
1400,South Upi,40,180,5,0,1,1,0,2,0,0,0,2017
1401,Santa,0,0,0,0,0,0,0,0,0,0,0,2017
1402,Santa Ana (CG),90,230,6,1,0,1,0,6,0,3,0,2017
1403,Santa Ana (PA),10,0,3,0,0,0,0,0,0,0,0,2017
1404,Santa Barbara (IO),50,130,1,1,1,1,0,4,1,0,0,2017
1405,Santa Barbara (PS),40,40,12,7,0,8,0,1,0,0,0,2017
1406,Santa Catalina (IS),20,70,4,0,0,0,0,1,0,1,0,2017
1407,Santa Catalina (NR),30,50,28,1,0,0,0,1,0,0,0,2017
1408,Santa Cruz (DS),30,50,0,0,0,4,0,1,0,0,0,2017
1409,Santa Cruz (IS),10,10,7,2,0,2,0,0,0,0,1,2017
1410,Santa Cruz (LA),1920,3060,123,8,11,9,0,22,2,4,2,2017
1411,Santa Cruz (ME),110,100,20,8,2,12,0,3,0,1,0,2017
1412,Santa Cruz (OM),30,40,2,0,0,1,0,0,1,0,0,2017
1413,Santa Cruz (ZA),40,90,5,1,1,2,0,3,0,0,1,2017
1414,Santa Elena,30,30,15,1,0,0,0,1,0,0,0,2017
1415,Santa Fe (CU),0,0,0,0,0,0,0,0,0,0,0,2017
1416,Santa Fe (LE),0,0,0,0,0,0,0,0,0,0,0,2017
1417,Santa Fe (NV),10,0,3,1,0,0,0,1,0,0,0,2017
1418,Santa Fe (RN),10,10,5,1,0,0,0,0,0,0,0,2017
1419,Santa Ignacia,0,20,7,1,0,0,0,1,0,0,0,2017
1420,Santa Josefa,10,10,8,0,1,0,0,1,0,0,0,2017
1421,Santa Lucia,50,100,4,2,1,4,0,2,0,0,0,2017
1422,Santa Magdalena,10,0,5,0,0,0,0,1,0,0,0,2017
1423,Santa Marcela,60,110,11,1,0,1,0,3,0,0,0,2017
1424,Santa Margarita,0,0,0,0,0,0,0,0,0,0,0,2017
1425,Santa Maria (BU),750,1250,33,3,0,9,0,24,0,5,1,2017
1426,Santa Maria (DS),210,290,11,1,0,0,0,4,0,0,0,2017
1427,Santa Maria (IS),190,960,13,1,0,8,0,4,0,1,1,2017
1428,Santa Maria (IA),20,60,11,1,0,0,0,1,0,0,0,2017
1429,Santa Maria (LA),10,20,7,1,0,0,0,0,0,0,0,2017
1430,Santa Maria (PS),10,40,8,0,0,5,0,0,0,0,0,2017
1431,Santa Maria (Imelda),0,10,4,0,0,0,0,0,0,0,0,2017
1432,Santa Monica,20,40,6,1,1,1,0,1,0,0,0,2017
1433,Santander,0,0,0,0,0,0,0,0,0,0,0,2017
1434,Santa Praxedes,10,120,3,0,0,1,0,1,0,0,0,2017
1435,Santa Rita (PA),10,10,6,1,0,0,0,0,0,0,0,2017
1436,Santa Rita (WS),0,10,0,0,0,0,0,0,0,0,0,2017
1437,Santa Rosa (LA),420,3190,26,0,6,15,2,34,19,32,2,2017
1438,Santa Rosa (NE),0,140,16,0,0,1,0,1,0,0,0,2017
1439,Santa Teresita (BS),0,0,0,0,0,0,0,0,0,0,0,2017
1440,Santa Teresita (CG),10,90,8,0,0,0,0,0,0,0,0,2017
1441,Santo Domingo (AY),10,10,3,1,0,0,0,1,0,0,0,2017
1442,Santo Domingo (IS),10,140,6,0,0,6,0,1,0,0,1,2017
1443,Santo Domingo (NE),40,110,7,1,0,0,0,1,0,0,0,2017
1444,Santol,20,0,9,0,0,0,0,1,1,0,0,2017
1445,Santo Nino (CG),10,20,6,0,0,0,0,2,0,0,0,2017
1446,Santo Nino (WS),0,0,0,0,0,0,0,0,0,0,0,2017
1447,Santo Nino (SC),20,40,13,1,0,1,0,1,0,0,0,2017
1448,Santo Tomas (BS),600,640,5,1,1,3,0,1,6,9,0,2017
1449,Santo Tomas (DN),90,160,3,2,0,5,0,4,1,0,0,2017
1450,Santo Tomas (IA),10,30,7,0,0,0,0,0,0,0,0,2017
1451,Santo Tomas (LU),0,0,0,0,0,0,0,0,0,0,0,2017
1452,Santo Tomas (PA),10,10,7,0,0,0,0,1,0,0,0,2017
1453,Santo Tomas (PS),10,20,3,0,0,0,0,0,0,0,0,2017
1454,Sual,10,50,9,1,0,4,0,1,1,0,0,2017
1455,Subic,10,30,10,1,0,1,0,5,0,0,0,2017
1456,Sudipen,20,10,9,0,0,0,0,1,0,1,0,2017
1457,Sugbongcogon,10,0,1,0,0,0,0,0,0,0,0,2017
1458,Sugpon,10,10,4,0,0,0,0,0,0,0,0,2017
1459,Sulat,20,10,9,2,0,2,0,1,0,0,0,2017
1460,Sulop,50,90,1,0,0,2,0,1,0,0,0,2017
1461,Sultan Dumalondong,0,0,0,0,0,0,0,0,0,0,0,2017
1462,Sultan Kudarat,10,40,3,2,0,1,0,2,1,0,0,2017
1463,Sultan Mastura,0,0,0,0,0,0,0,0,0,0,0,2017
1464,Sultan Naga Dimaporo,10,90,7,0,0,0,0,0,0,0,0,2017
1465,Sultan Sa Barongis,0,0,0,0,0,0,0,0,0,0,0,2017
1466,Sumilao,10,70,9,0,0,0,0,0,0,0,0,2017
1467,Sumisip,0,0,0,0,0,0,0,0,0,0,0,2017
1468,Surallah,190,880,42,7,1,17,0,8,0,2,0,2017
1469,Surigao,730,1690,58,5,3,13,0,29,0,4,1,2017
1470,Suyo,10,10,7,0,0,0,0,1,0,0,0,2017
1471,Taal,140,500,2,0,1,2,0,6,1,0,2,2017
1472,Tabaco,650,1430,39,6,4,7,0,19,1,3,5,2017
1473,Tabango,0,30,0,0,0,1,0,1,0,0,0,2017
1474,Tabina,0,0,0,0,0,0,0,0,0,0,0,2017
1475,Tabogon,10,60,5,0,0,0,0,0,0,0,0,2017
1476,Tabontabon,10,0,3,0,0,0,0,0,0,0,0,2017
1477,Tabuan-Lasa,0,0,0,0,0,0,0,0,0,0,0,2017
1478,Tabuelan,940,10,6,1,0,1,0,0,0,0,0,2017
1479,Tabuk,460,940,47,4,4,4,0,15,0,4,0,2017
1480,Tacloban,3860,3980,65,7,8,35,0,112,13,27,1,2017
1481,Tacurong,390,990,20,3,3,12,0,16,0,3,4,2017
1482,Tadian,10,20,14,1,0,0,0,1,0,0,0,2017
1483,Taft,50,70,5,1,1,1,0,2,0,0,0,2017
1484,Tagana-An,0,0,0,0,0,0,0,0,0,0,0,2017
1485,Tagapul-An,0,0,0,0,0,0,0,0,0,0,0,2017
1486,Tagaytay,880,1190,3,0,0,1,0,4,5,1,0,2017
1487,Tagbilaran,1180,1830,36,2,4,17,0,35,2,8,0,2017
1488,Tagbina,10,0,13,1,0,0,0,0,0,0,0,2017
1489,Tagkawayan,10,110,1,2,1,1,0,1,0,1,0,2017
1490,Tago,10,20,10,1,0,0,0,1,0,0,0,2017
1491,Tagoloan (LN),0,0,1,0,0,0,0,0,0,0,0,2017
1492,Tagoloan (MO),20,80,12,1,0,0,0,1,0,0,0,2017
1493,Tagoloan Ii,0,0,0,0,0,0,0,0,0,0,0,2017
1494,Tagudin,180,480,17,2,1,8,0,4,0,0,1,2017
1495,Taguig,1830,2260,67,24,4,13,0,42,7,14,4,2017
1496,Tagum,1590,2020,49,6,4,14,1,51,3,8,2,2017
1497,Talacogon,0,30,11,1,0,0,0,1,0,0,0,2017
1498,Talaingod,0,0,0,0,0,0,0,0,0,0,0,2017
1499,Talakag,50,110,16,1,0,1,0,2,0,2,0,2017
1500,Talalora,10,50,3,0,0,0,0,0,0,0,0,2017
1501,Talavera,10,60,11,1,0,0,0,0,0,0,0,2017
1502,Talayan,0,0,0,0,0,0,0,0,0,0,0,2017
1503,Talibon,90,430,4,1,1,1,0,7,0,1,0,2017
1504,Talipao,0,0,0,0,0,0,0,0,0,0,0,2017
1505,Talisay (BS),140,50,0,1,1,1,0,3,0,0,0,2017
1506,Talisay (CN),10,20,4,0,0,0,0,1,0,0,0,2017
1507,Talisay  (CU),170,330,8,2,2,10,0,5,0,2,0,2017
1508,Talisay (NO),40,100,21,2,0,0,3,0,0,0,0,2017
1509,Talisayan,70,130,18,1,1,1,0,3,1,0,0,2017
1510,Talitay,0,0,0,0,0,0,0,0,0,0,0,2017
1511,Talugtug,10,20,4,0,0,0,0,0,0,0,0,2017
1512,Talusan,0,10,4,0,0,2,0,0,0,0,0,2017
1513,Tambulig,10,20,5,0,0,0,0,0,0,0,0,2017
1514,Tampakan,0,30,13,1,0,0,0,0,0,0,0,2017
1515,Tamparan,220,780,36,2,1,5,0,4,0,3,0,2017
1516,Tampilisan,10,10,3,1,0,2,0,0,0,0,0,2017
1517,Tanauan (BS),1070,1270,37,5,8,10,1,24,4,3,0,2017
1518,Tanauan (LE),10,30,5,1,0,0,0,1,0,0,0,2017
1519,Tanay,640,240,4,0,1,4,0,8,0,3,1,2017
1520,Tandag,650,1310,36,6,3,9,0,13,0,7,0,2017
1521,Tandubas,0,0,0,0,0,0,0,0,0,0,0,2017
1522,Tangalan,20,70,7,0,0,0,0,1,0,0,0,2017
1523,Tangcal,0,0,0,0,0,0,0,0,0,0,0,2017
1524,Tangub,130,500,30,2,1,3,0,5,0,0,0,2017
1525,Tanjay,20,150,32,0,0,1,0,5,0,0,0,2017
1526,Tantangan,0,0,0,0,0,0,0,0,0,0,0,2017
1527,Tanudan,0,10,7,0,0,0,0,0,0,0,0,2017
1528,Tanza,530,830,23,3,1,6,0,10,2,4,2,2017
1529,Tapaz,0,20,16,1,0,0,0,1,0,0,,2017
1530,Tapul,20,70,2,0,0,1,0,1,0,0,0,2017
1531,Taraka,0,0,0,0,0,0,0,0,0,0,0,2017
1532,Tarangnan,0,0,0,0,0,0,0,1,0,0,0,2017
1533,Tarlac,3530,6210,86,12,13,44,0,109,13,26,12,2017
1534,Tarragona,0,0,8,1,0,0,0,1,0,0,0,2017
1535,Tayabas,290,280,8,0,1,1,0,2,0,0,2,2017
1536,Tayasan,10,10,3,0,0,0,0,0,0,0,0,2017
1537,Taysan,0,0,0,0,0,0,0,0,0,0,0,2017
1538,Taytay (PN),60,280,14,1,2,8,0,5,0,2,0,2017
1539,Taytay (RL),1470,930,9,1,2,8,0,15,0,7,1,2017
1540,Tayug,340,630,26,8,2,11,0,6,0,2,1,2017
1541,Tayum,10,10,5,0,0,0,0,0,0,0,0,2017
1542,T'Boli,40,70,24,0,0,1,0,1,0,0,0,2017
1543,Teresa,250,380,0,0,1,3,0,3,0,3,0,2017
1544,Ternate,0,0,0,0,0,0,0,0,0,0,0,2017
1545,Tiaong,50,110,0,0,0,1,0,1,0,1,0,2017
1546,Tibiao,10,20,6,0,0,0,0,1,0,0,0,2017
1547,Tigaon,50,110,14,1,0,0,0,2,0,0,0,2017
1548,Tigbao,10,0,4,0,0,1,0,0,0,0,0,2017
1549,Tigbauan,20,110,21,1,0,0,0,1,0,0,0,2017
1550,Tinambac,50,50,19,2,0,0,0,2,0,0,0,2017
1551,Tineg,10,70,5,0,0,0,0,0,0,0,0,2017
1552,Tinglayan,10,30,13,0,0,0,0,1,0,0,0,2017
1553,Tingloy,0,0,0,0,0,0,0,0,0,0,0,2017
1554,Tinoc,40,100,13,1,1,1,0,1,0,0,0,2017
1555,Tipo-Tipo,0,0,0,0,0,0,0,0,0,0,0,2017
1556,Titay,60,160,6,2,1,7,0,8,0,3,0,2017
1557,Tiwi,80,240,17,1,0,0,0,1,0,0,0,2017
1558,Tobias Fornier,70,70,14,1,1,0,0,3,0,0,0,2017
1559,Toboso,10,80,15,0,0,0,0,0,0,0,0,2017
1560,Toledo,70,60,5,5,1,5,0,1,0,0,0,2017
1561,Tolosa,10,10,3,1,0,0,0,1,0,0,0,2017
1562,Tomas Oppus,10,10,6,1,0,0,0,1,0,0,0,2017
1563,Tongkil,30,80,2,1,0,1,0,1,0,0,0,2017
1564,Torrijos,40,140,16,1,1,3,0,0,1,0,0,2017
1565,Trece Martires,610,2810,30,2,3,6,0,4,2,0,0,2017
1566,Trento,20,20,10,0,0,1,0,1,0,0,0,2017
1567,Trinidad,0,0,0,0,0,0,0,0,0,0,0,2017
1568,Tuao,50,290,15,2,1,1,0,2,0,0,0,2017
1569,Tuba,70,180,1,2,1,2,0,2,0,2,0,2017
1570,Tubajon,20,0,4,0,0,0,0,0,0,0,0,2017
1571,Tubao,0,0,0,0,0,0,0,0,0,0,0,2017
1572,Tubaran,10,40,1,0,0,0,0,0,0,0,0,2017
1573,Tubay,10,10,7,0,0,0,0,1,0,0,0,2017
1574,Tubigon,70,270,16,1,1,2,0,0,0,0,0,2017
1575,Tublay,10,10,5,0,0,0,0,0,0,0,0,2017
1576,Tubo,10,30,4,0,0,0,0,1,0,0,0,2017
1577,Tubod (LN),90,130,11,3,1,0,0,3,0,0,0,2017
1578,Tubod (SN),10,10,3,0,0,0,0,0,0,0,0,2017
1579,Tubungan,10,120,17,1,0,0,0,1,0,0,0,2017
1580,Tuburan (BA),0,0,0,0,0,0,0,0,0,0,0,2017
1581,Tuburan (CU),30,20,1,1,1,3,0,1,0,0,0,2017
1582,Tudela (CU),0,0,0,0,0,0,0,0,0,0,0,2017
1583,Tudela (MC),10,10,6,0,0,2,0,1,0,0,0,2017
1584,Tugaya,0,0,0,0,0,0,0,0,0,0,0,2017
1585,Tuguegarao,2810,5240,112,9,17,25,2,85,12,38,3,2017
1586,Tukuran,10,10,5,0,0,0,0,0,0,0,0,2017
1587,Tulunan,100,120,1,3,2,5,0,3,0,2,1,2017
1588,Tumauini,20,240,21,1,0,0,0,1,0,0,0,2017
1589,Tunga,10,0,2,0,0,0,0,0,0,0,0,2017
1590,Tungawan,10,10,7,0,0,2,0,0,0,0,0,2017
1591,Tupi,60,20,1,2,0,3,0,1,0,0,0,2017
1592,Turtle Islands,0,0,0,0,0,0,0,0,0,0,0,2017
1593,Tuy,0,0,0,0,0,0,0,0,0,0,0,2017
1594,Ubay,120,160,7,1,1,1,0,2,0,0,0,2017
1595,Umingan,20,140,10,0,0,4,0,3,0,1,0,2017
1596,Ungkaya Pukan,0,0,0,0,0,0,0,0,0,0,0,2017
1597,Unisan,30,180,9,0,0,1,0,1,0,1,0,2017
1598,Upi,60,250,7,0,0,1,0,2,0,0,2,2017
1599,Urbiztondo,10,20,12,5,0,5,0,0,0,0,0,2017
1600,Urdaneta,960,1670,35,3,5,25,1,32,5,8,5,2017
1601,Uson,30,120,14,0,0,0,0,1,0,0,0,2017
1602,Uyugan,20,50,2,0,0,0,0,0,0,0,0,2017
1603,Valderrama,20,50,8,0,0,1,0,2,0,0,0,2017
1604,Valencia (BL),210,340,7,0,1,3,0,4,0,1,0,2017
1605,Valencia (BK),600,1700,61,12,4,27,0,14,6,4,1,2017
1606,Valencia (NR),10,20,10,1,0,0,0,1,0,0,0,2017
1607,Valenzuela,1450,2650,101,32,9,14,0,59,13,21,3,2017
1608,Valladolid,80,400,30,1,1,1,0,2,0,1,0,2017
1609,Vallehermoso,0,0,0,0,0,0,0,0,0,0,0,2017
1610,Veruela,10,30,8,0,0,0,0,1,0,0,0,2017
1611,Victoria (LA),10,80,6,0,0,0,0,1,0,0,0,2017
1612,Victoria (NS),10,10,4,0,0,0,0,0,0,0,0,2017
1613,Victoria (OR),90,130,16,1,0,10,0,1,1,0,0,2017
1614,Victoria (TC),30,20,8,1,0,0,0,1,0,0,0,2017
1615,Victorias,50,170,20,0,0,1,3,0,0,0,0,2017
1616,Viga,50,200,15,2,1,1,0,2,0,1,0,2017
1617,Vigan,1380,3580,54,11,4,25,0,32,0,5,6,2017
1618,Villaba,10,20,9,0,0,0,0,2,0,0,0,2017
1619,Villanueva,0,0,0,0,0,0,0,0,0,0,0,2017
1620,Villareal,10,20,8,0,0,0,0,1,0,0,0,2017
1621,Villasis,140,260,8,5,1,13,0,7,1,3,0,2017
1622,Villaverde,10,70,6,0,0,0,0,1,0,0,0,2017
1623,Villaviciosa,30,130,6,0,0,0,0,1,0,0,0,2017
1624,Vincenzo A Sagun,10,10,6,0,0,0,0,0,0,0,0,2017
1625,Vintar,40,70,14,0,0,5,0,1,0,0,0,2017
1626,Vinzons,10,10,8,0,0,0,0,2,0,0,0,2017
1627,Virac,560,1340,65,7,8,6,0,17,2,7,0,2017
1628,Wao,40,70,4,1,1,2,0,3,0,1,0,2017
1629,Zamboanga,3810,1365,394,11,30,51,0,118,20,54,10,2017
1630,Zamboanguita,10,40,7,0,0,0,0,1,0,0,0,2017
1631,Zaragoza,20,30,10,1,0,0,0,1,0,0,0,2017
1632,Zarraga,10,80,6,1,0,0,0,0,0,0,0,2017
1633,Zumarraga,0,0,0,0,0,0,0,0,0,0,0,2017
