name,Ambulatory Surgical Clinic,Animal Bite Treatment Center,Barangay Health Station,Birthing Home,City Health Office,COVID-19 Testing Laboratory,DepEd Clinic,Dialysis Clinic,Drug Abuse Treatment and Rehabilitation Centers,Drug Testing Laboratory,General Clinic Laboratory,Hospital,Infirmary,Municipal Health Office,Provincial Health Office,Psychiatric Care Facility,Rural Health Unit,Social hygiene Clinic,Total,year
Guiguinto (BU),0,0,13,3,0,0,0,0,0,0,0,2,1,0,0,0,2,0,21,2021
Guihulngan,0,0,33,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,37,2021
Guimba,0,0,13,2,0,0,0,0,0,0,0,2,1,0,0,0,3,0,21,2021
Guimbal,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11,2021
Guinayangan,0,0,10,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,13,2021
Guindulman,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,2021
Guindulungan,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8,2021
Guinobatan,0,0,15,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20,2021
Guinsiliban,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2021
Guipos,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2021
Guiuan,0,0,11,1,0,0,0,0,0,1,1,4,0,0,0,0,2,0,20,2021
Gumaca,0,0,10,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,15,2021
Gutalac,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,2021
Hadji Mohammad Ajul,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2021
Hadji Muhtamad,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2021
Hadji Panglima Tahil,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2021
Hagonoy (BU),0,0,45,8,0,0,0,0,0,0,0,4,2,0,0,0,5,0,64,2021
Hagonoy (DS),0,0,45,8,0,0,0,0,0,0,0,4,2,0,0,0,5,0,64,2021
Hamtic,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,2021
Hermosa,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,2021
Hernani,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2021
Hilongos,0,0,14,2,0,0,0,0,0,0,2,2,1,0,0,0,2,0,23,2021
Himamaylan,0,0,25,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,27,2021
Hinabangan,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2021
Hinatuan,0,0,22,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,25,2021
Hindang,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,2021
Hingyon,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,2021
Hinigaran,0,0,24,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,26,2021
Hinobaan,0,0,16,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18,2021
Hinunangan,0,0,7,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,11,2021
Hinundayan,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,2021
Hungduan,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15,2021
Iba,0,0,11,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,15,2021
Ibaan,0,0,26,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,28,2021
Ibajay,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,14,2021
Igbaras,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,2021
Iguig,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,2021
Ilagan,0,0,92,2,0,2,0,0,1,0,6,3,1,0,0,0,2,0,109,2021
Iligan,0,0,47,2,0,0,0,0,0,0,0,7,0,0,0,0,1,0,57,2021
Ilog,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,2021
Iloilo,0,0,70,5,0,4,0,0,0,0,0,10,1,0,0,0,9,1,100,2021
Imelda,0,0,5,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,9,2021
Impasug-Ong,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,2021
Imus,0,0,94,16,0,1,0,0,0,0,0,6,0,0,0,0,3,1,121,2021
Inabanga,0,0,12,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15,2021
Indanan,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,2021
Indang,0,0,32,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,35,2021
Infanta (PS),0,0,20,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,25,2021
Infanta (QN),0,0,20,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,25,2021
Initao,0,0,15,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,18,2021
Inopacan,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,2021
Ipil,0,0,14,2,0,0,0,0,0,0,0,4,1,0,0,0,1,0,22,2021
Iriga,0,0,14,9,1,0,0,0,0,0,0,4,0,0,0,0,0,0,28,2021
Irosin,0,0,9,3,0,0,0,0,0,0,0,1,1,0,0,0,1,0,15,2021
Isabel,0,0,6,6,0,0,0,0,0,0,1,0,2,0,0,0,1,0,16,2021
Isabela (BAS),0,0,25,2,0,0,0,0,0,0,0,4,0,0,0,0,3,0,34,2021
Isabela (NO),0,0,30,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,32,2021
Igacos,0,0,46,4,0,0,0,0,0,0,0,1,1,0,0,0,3,0,55,2021
Isulan,0,0,21,5,0,0,0,0,0,0,0,5,0,0,0,0,1,0,32,2021
Itbayat,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,2021
Itogon,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16,2021
Ivana,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2021
Ivisan,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,2021
Jabonga,0,0,14,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,17,2021
Jaen,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,2021
Jagna,0,0,32,2,0,0,0,0,0,0,5,2,0,0,0,0,2,0,43,2021
Jalajala,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,13,2021
Jamindan,0,0,25,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,27,2021
Janiuay,0,0,15,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,18,2021
Jaro,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,2021
Jasaan,0,0,15,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,19,2021
Javier,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7,2021
Jiabong,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,2021
Jimalalud,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,2021
Jimenez,0,0,5,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,9,2021
Jipapad,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2021
Jolo,0,0,6,1,0,0,0,0,0,0,0,2,1,0,0,0,1,0,11,2021
Jomalig,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2021
Jones,0,0,42,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,46,2021
Jordan,0,0,14,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,16,2021
Jose Abad Santos,0,0,26,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,28,2021
Jose Dalman,0,0,15,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,2021
Josefina,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,2021
Jose Panganiban,0,0,26,3,0,0,0,0,0,0,0,0,2,0,0,0,2,0,33,2021
Jovellar,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2021
Juban,0,0,25,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,2021
Julita,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2021
Kabacan,0,0,24,2,0,0,0,0,0,0,0,6,1,0,0,0,1,0,34,2021
Kabankalan,0,0,43,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,48,2021
Kabasalan,0,0,7,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,10,2021
Kabayan,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,2021
Kabugao,0,0,21,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,25,2021
Kabuntalan,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2021
Kadingilan,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,2021
Kalamansig,0,0,14,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,17,2021
Kalawit,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,2021
Kalayaan (LA),0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,2021
Kalayaan (PN),,,,,,,,,,,,,,,,,,,,2021
Kalibo,0,0,17,0,0,1,0,0,0,0,0,5,0,0,0,0,2,0,25,2021
Kalilangan,0,0,14,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,17,2021
Kalingalan Caluang,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2021
Kananga,0,0,9,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,13,2021
Kapai,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2021
Kapalong,0,0,14,2,0,0,0,0,0,0,2,1,2,0,0,0,1,0,22,2021
Kapangan,0,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,17,2021
Kapatagan (LN),0,0,23,2,0,1,0,0,0,0,0,2,1,0,0,0,2,0,31,2021
Kapatagan (LS),0,0,23,2,0,1,0,0,0,0,0,2,1,0,0,0,2,0,31,2021
Kasibu,0,0,29,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,32,2021
Katipunan,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,2021
Kauswagan,0,0,12,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15,2021
Kawayan,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2021
Kawit,0,0,21,3,0,0,0,0,0,0,0,3,0,0,0,0,2,0,29,2021
Kayapa,0,0,28,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,33,2021
Kiamba,0,0,20,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,23,2021
Kiangan,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,2021
Kibawe,0,0,17,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,21,2021
Kiblawan,0,0,30,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,33,2021
Kibungan,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,2021
Kidapawan,0,0,40,6,0,0,0,0,0,0,0,5,4,0,0,0,1,0,56,2021
Kinoguitan,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,2021
Kitaotao,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27,2021
Kitcharao,0,0,11,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,14,2021
Kolambugan,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,18,2021
Koronadal,0,0,34,8,0,1,0,0,0,0,0,4,0,0,0,0,1,0,48,2021
Kumalarang,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2021
Laak,0,0,38,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,40,2021
Labangan,0,0,7,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,11,2021
Labason,0,0,12,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15,2021
Labo,0,0,33,8,0,0,0,0,0,0,0,1,3,0,0,0,3,0,48,2021
Labrador,0,0,10,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,14,2021
La Carlota,0,0,14,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,16,2021
La Castellana,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,2021
Lacub,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2021
Lagangilang,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2021
Lagawe,0,0,20,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,23,2021
Lagayan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2021
Lagonglong,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2021
Lagonoy,0,0,38,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,41,2021
Laguindingan,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,2021
Lake Sebu,0,0,19,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,21,2021
Lakewood,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6,2021
Lala,0,0,26,2,0,0,0,0,0,0,0,3,1,0,0,0,1,0,33,2021
La Libertad (NR),0,0,15,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,19,2021
La Libertad (ZN),0,0,15,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,19,2021
Lallo,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2021
Lambayong,0,0,26,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,31,2021
Lambunao,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,17,2021
Lamitan,0,0,15,5,0,0,0,0,0,0,0,2,0,0,0,0,3,0,25,2021
Lamut,0,0,14,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,17,2021
Langiden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2021
Languyan,0,0,6,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9,2021
Lantapan,0,0,14,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,17,2021
Lantawan,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,2021
Lanuza,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,2021
Laoac,0,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,2021
Laoag,0,0,12,0,0,0,0,0,0,0,0,3,4,0,0,1,4,0,24,2021
Laoang,0,0,15,1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,20,2021
La Paz (AA),0,0,26,2,0,0,0,0,0,0,0,0,3,0,0,0,6,0,37,2021
La Paz (AS),0,0,26,2,0,0,0,0,0,0,0,0,3,0,0,0,6,0,37,2021
La Paz (LE),0,0,26,2,0,0,0,0,0,0,0,0,3,0,0,0,6,0,37,2021
La Paz (TC),0,0,26,2,0,0,0,0,0,0,0,0,3,0,0,0,6,0,37,2021
Lapinig,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2021
Lapu Lapu,0,0,39,7,0,1,0,0,1,0,0,3,3,0,0,0,1,0,55,2021
Lapuyan,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,2021
Larena,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2021
Lasam,0,0,8,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,12,2021
Las Navas,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,2021
Las Nieves,0,0,20,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,22,2021
Las Pinas,0,0,0,2,0,5,0,0,0,0,25,9,1,0,0,0,31,1,74,2021
La Trinidad,0,0,20,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,24,2021
Laua-An,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,2021
Laur,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,2021
Laurel,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11,2021
Lavezares,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,2021
Lawaan,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2021
Lazi,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12,2021
Lebak,0,0,27,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,33,2021
Leganes,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2021
Legazpi,0,0,27,13,0,1,0,0,0,0,2,7,1,0,0,0,1,0,52,2021
Lemery (BS),0,0,29,1,0,0,0,0,0,0,0,4,1,0,0,0,2,0,37,2021
Lemery (IO),0,0,29,1,0,0,0,0,0,0,0,4,1,0,0,0,2,0,37,2021
Leon,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2021
Leyte,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,2021
Lezo,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2021
Lian,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2021
Lianga,0,0,12,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,15,2021
Libacao,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9,2021
Libagon,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2021
Libertad (AE),0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,21,2021
Libertad (MO),0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,21,2021
Libjo,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7,2021
Libmanan,0,0,52,3,0,0,0,0,0,0,0,1,0,0,0,0,3,0,59,2021
Libon,0,0,13,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18,2021
Libona,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,2021
Libungan,0,0,20,4,0,0,0,0,0,0,0,1,1,0,0,0,1,0,27,2021
Licab,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2021
Licuan-Baay,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2021
Lidlidda,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2021
Ligao,0,0,15,5,0,0,0,0,0,0,0,2,2,0,0,0,1,0,25,2021
Lila,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2021
Liliw,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,2021
Liloan (CU),0,0,24,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,27,2021
Liloan (SL),0,0,24,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,27,2021
Liloy,0,0,9,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12,2021
Limasawa,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2021
Limay,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,2021
Linamon,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,2021
Linapacan,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2021
Lingayen,0,0,32,4,0,0,0,0,0,0,0,2,1,0,0,0,2,0,41,2021
Lingig,0,0,18,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20,2021
Lipa,0,0,65,2,0,1,0,0,0,0,0,9,0,0,0,0,5,0,82,2021
Llanera,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,2021
Llorente,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8,2021
Loay,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2021
Lobo,0,0,22,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,24,2021
Loboc,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,2021
Looc (OM),0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,16,2021
Looc (RN),0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,16,2021
Loon,0,0,13,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,17,2021
Lope De Vega,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,2021
Lopez,0,0,32,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,37,2021
Lopez Jaena,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8,2021
Loreto (AS),0,0,11,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,15,2021
Loreto (DI),0,0,11,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,15,2021
Los Banos,0,0,11,0,0,1,0,0,0,0,0,4,0,0,0,0,2,0,18,2021
Luba,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2021
Lubang,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,13,2021
Lubao,0,0,41,3,0,0,0,0,0,0,0,2,0,0,0,0,4,0,50,2021
Lubuagan,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,2021
Lucban,0,0,15,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,18,2021
Lucena,0,0,50,7,0,1,0,0,0,0,0,5,1,0,0,0,8,0,72,2021
Lugait,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2021
Lugus,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2021
Luisiana,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6,2021
Lumba-Bayabao,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2021
Lumbaca-Unayan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2021
Lumban,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2021
Lumbatan,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2021
Lumbayanague,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2021
Luna (AO),0,0,36,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,42,2021
Luna (IA),0,0,36,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,42,2021
Luna (LU),0,0,36,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,42,2021
Lupao,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2021
Lupi,0,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31,2021
Lupon,0,0,23,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,26,2021
Lutayan,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,2021
Luuk,0,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8,2021
Maasim,0,0,16,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18,2021
Maasin (IO),0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,2021
Maasin (SL),0,0,20,4,0,0,0,0,0,1,2,3,0,0,0,0,3,0,33,2021
Ma-Ayon,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29,2021
Mabalacat,0,0,25,11,0,0,0,1,0,0,0,5,1,0,0,0,3,0,46,2021
Mabinay,0,0,32,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,36,2021
Mabini (BS),0,0,27,1,0,0,0,0,0,0,0,0,2,0,0,0,4,0,34,2021
Mabini (BL),0,0,27,1,0,0,0,0,0,0,0,0,2,0,0,0,4,0,34,2021
Mabini (CV),0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,2021
Mabini (PS),0,0,27,1,0,0,0,0,0,0,0,0,2,0,0,0,4,0,34,2021
Mabitac,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,2021
Mabuhay,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2021
Macabebe,0,0,21,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,27,2021
Macalelon,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2021
Macarthur,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2021
Maco,0,0,34,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,36,2021
Maconacon,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2021
Macrohon,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2021
Madalag,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,10,2021
Madalum,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2021
Madamba,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2021
Maddela,0,0,32,3,0,0,0,0,0,0,0,1,1,0,0,0,1,0,38,2021
Madrid,0,0,13,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,16,2021
Madridejos,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,2021
Magalang,0,0,28,2,0,0,0,0,1,0,0,2,1,0,0,0,2,0,36,2021
Magallanes (AN),0,0,30,4,0,0,0,0,0,0,0,0,4,0,0,0,3,0,41,2021
Magallanes (CE),0,0,30,4,0,0,0,0,0,0,0,0,4,0,0,0,3,0,41,2021
Magallanes (SO),0,0,30,4,0,0,0,0,0,0,0,0,4,0,0,0,3,0,41,2021
Magarao,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,2021
Magdalena,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8,2021
Magdiwang,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,2021
Magpet,0,0,31,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,35,2021
