name,Ambulatory Surgical Clinic,Animal Bite Treatment Center,Barangay Health Station,Birthing Home,City Health Office,COVID-19 Testing Laboratory,DepEd Clinic,Dialysis Clinic,Drug Abuse Treatment and Rehabilitation Centers,Drug Testing Laboratory,General Clinic Laboratory,Hospital,Infirmary,Municipal Health Office,Provincial Health Office,Psychiatric Care Facility,Rural Health Unit,Social hygiene Clinic,Total,year
Magsaysay (DS),0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,54,2021
Magsaysay (LN),0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,54,2021
Magsaysay (MO),0,0,15,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18,2021
Magsaysay (OM),0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,54,2021
Magsaysay (PN),0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,54,2021
Magsingal,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10,2021
Maguing,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2021
Mahaplag,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,2021
Mahatao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2021
Mahayag,0,0,8,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,11,2021
Mahinog,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,2021
Maigo,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,2021
Maimbung,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,2021
Mainit,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7,2021
Maitum,0,0,19,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,24,2021
Majayjay,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,2021
Makati,0,0,0,0,0,9,0,0,1,0,56,5,0,0,0,0,28,1,100,2021
Makato,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2021
Makilala,0,0,17,3,0,0,0,0,0,0,0,2,0,0,0,0,1,0,23,2021
Malabang,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,6,2021
Malabon,0,0,0,3,0,0,0,0,0,0,18,3,0,0,0,0,22,1,47,2021
Malabuyoc,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15,2021
Malalag,0,0,15,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,20,2021
Malangas,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9,2021
Malapatan,0,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,2021
Malasiqui,0,0,73,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,80,2021
Malay,0,0,8,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,13,2021
Malaybalay,0,0,52,7,0,0,0,0,0,0,0,5,1,0,0,0,1,0,66,2021
Malibcong,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2021
Malilipot,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,2021
Malimono,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7,2021
Malinao (AK),0,0,15,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,19,2021
Malinao (AY),0,0,15,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,19,2021
Malita,0,0,30,1,0,0,0,0,0,0,0,2,2,0,0,0,1,0,36,2021
Malitbog (BK),0,0,17,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,20,2021
Malitbog (SL),0,0,17,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,20,2021
Mallig,0,0,18,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,21,2021
Malolos,0,0,42,9,0,3,0,0,0,0,0,12,0,0,0,1,8,0,75,2021
Malungon,0,0,32,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,35,2021
Maluso,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2021
Malvar,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,2021
Mamasapano,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,2021
Mambajao,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,17,2021
Mamburao,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,9,2021
Mambusao,0,0,23,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,26,2021
Manabo,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2021
Manaoag,0,0,16,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,19,2021
Manapla,0,0,17,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,19,2021
Manay,0,0,17,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,19,2021
Mandaluyong,0,0,0,0,0,6,0,0,0,0,22,5,0,1,0,3,28,1,66,2021
Mandaon,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,10,2021
Mandaue,0,0,27,0,0,1,0,0,2,0,0,8,1,0,0,0,1,1,41,2021
Mangaldan,0,0,20,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,27,2021
Mangatarem,0,0,15,2,0,0,0,0,0,0,0,2,2,0,0,0,2,0,23,2021
Mangudadatu,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2021
Manila,1,0,231,11,0,15,0,1,0,0,33,36,11,0,0,0,82,1,422,2021
Manito,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7,2021
Manjuyod,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,2021
Mankayan,0,0,13,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,15,2021
Manolo Fortich,0,0,22,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,25,2021
Mansalay,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,2021
Manticao,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,14,2021
Manukan,0,0,15,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20,2021
Mapanas,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,2021
Mapandan,0,0,15,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,18,2021
Mapun,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15,2021
Marabut,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,2021
Maragondon,0,0,11,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,15,2021
Maragusan,0,0,25,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,27,2021
Maramag,0,0,20,1,0,0,0,0,0,0,0,4,2,0,0,1,1,0,29,2021
Marantao,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2021
Marawi,0,0,44,5,0,2,0,0,0,0,0,4,6,0,0,0,5,0,66,2021
Marcos,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,4,2021
Margosatubig,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,9,2021
Maria,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,2021
Maria Aurora,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32,2021
Maribojoc,0,0,18,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,21,2021
Marihatag,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,13,2021
Marikina,0,0,0,3,0,4,0,0,2,0,0,9,3,0,0,0,18,1,40,2021
Marilao,0,0,14,11,0,0,0,0,0,0,0,1,0,0,0,0,2,0,28,2021
Maripipi,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,2021
Mariveles,0,0,18,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,27,2021
Marogong,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2021
Masbate,0,0,30,4,0,0,0,1,0,0,2,2,1,0,0,0,1,0,41,2021
Masinloc,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,2021
Masiu,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2021
Maslog,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2021
Masantol,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,2021
Mataasnakahoy,0,0,12,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15,2021
Matag-Ob,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,2021
Matalam,0,0,34,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,37,2021
Matalom,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11,2021
Matanao,0,0,34,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,38,2021
Matanog,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,2021
Mati,0,0,34,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,38,2021
Matnog,0,0,10,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,13,2021
Matuguinao,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2021
Matungao,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2021
Mauban,0,0,36,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,38,2021
Mawab,0,0,11,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,15,2021
Mayantoc,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,2021
Maydolong,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2021
Mayorga,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2021
Mayoyao,0,0,27,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,29,2021
Medellin,0,0,19,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,22,2021
Medina,0,0,12,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15,2021
Mendez,0,0,14,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,19,2021
Mercedes,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13,2021
Mercedes (ES),0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13,2021
Merida,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,2021
Mexico,0,0,37,4,0,0,0,0,0,0,0,1,0,0,0,0,5,0,47,2021
Meycauayan,0,0,32,9,0,0,0,0,0,0,0,7,0,0,0,0,7,0,55,2021
Miag-ao,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,2021
Midsalip,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,2021
Midsayap,0,0,54,3,0,0,0,0,0,0,0,5,3,0,0,0,1,0,66,2021
Milagros,0,0,20,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,23,2021
Milaor,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,2021
Mina,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,2021
Minalabac,0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,2021
Minalin,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,2021
Minglanilla,0,0,19,3,0,0,0,0,0,0,0,0,2,0,0,0,2,0,26,2021
Mlang,0,0,37,1,0,0,0,0,0,0,0,6,3,0,0,0,1,0,48,2021
Moalboal,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,2021
Mobo,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,2021
Mogpog,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2021
Moises Padilla,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,2021
Molave,0,0,9,2,0,0,0,0,0,0,0,2,1,0,0,0,1,0,15,2021
Moncada,0,0,8,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,12,2021
Mondragon,0,0,4,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9,2021
Monkayo,0,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,2021
Monreal,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,2021
Montevista,0,0,20,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,22,2021
Morong (BN),0,0,14,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,20,2021
Morong (RL),0,0,14,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,20,2021
Motiong,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,2021
Mulanay,0,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,2021
Mulondo,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2021
Munai,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2021
Muntinlupa,0,0,2,1,0,3,0,0,0,0,0,8,0,0,0,0,15,1,30,2021
Murcia,0,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29,2021
Mutia,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2021
Naawan,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2021
Nabas,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,2021
Nabua,0,0,15,5,0,0,0,0,0,0,0,1,1,0,0,0,2,0,24,2021
Nabunturan,0,0,29,3,0,0,0,0,0,0,0,0,2,0,0,0,1,0,35,2021
Naga (CS),0,0,27,11,1,1,0,0,0,0,0,7,1,0,0,0,0,0,48,2021
Naga (CU),0,0,28,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,33,2021
Naga (ZS),0,0,8,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11,2021
Nagbukel,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2021
Nagcarlan,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11,2021
Nagtipunan,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,2021
Naguilian (IA),0,0,50,3,0,0,0,0,0,0,0,2,0,1,0,0,2,0,58,2021
Naguilian (LU),0,0,50,3,0,0,0,0,0,0,0,2,0,1,0,0,2,0,58,2021
Naic,0,0,25,6,0,0,0,0,0,0,0,2,1,0,0,0,1,0,35,2021
Nampicuan,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2021
Narra,0,0,23,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,25,2021
Narvacan,0,0,8,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12,2021
Nasipit,0,0,19,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,22,2021
Nasugbu,0,0,30,4,0,0,0,0,0,0,0,4,1,0,0,0,1,0,40,2021
Natividad,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,2021
Natonin,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15,2021
Naujan,0,0,68,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,72,2021
Naval,0,0,10,3,0,0,0,0,0,2,4,1,0,0,0,0,1,0,21,2021
Navotas,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,12,1,19,2021
New Bataan,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,2021
New Corella,0,0,20,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,24,2021
New Lucena,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9,2021
New Washington,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,2021
Norala,0,0,15,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,19,2021
Northern Kabuntalan,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2021
Norzagaray,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,14,2021
Noveleta,0,0,12,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,18,2021
Nueva Era,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2021
Nueva Valencia,0,0,22,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,24,2021
Numancia,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2021
Nunungan,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2021
Oas,0,0,10,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,14,2021
Obando,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,2021
Ocampo,0,0,26,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,30,2021
Odiongan,0,0,22,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,27,2021
Old Panamao,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9,2021
Olongapo,0,0,13,4,1,0,0,0,0,0,0,7,0,0,0,0,8,0,33,2021
Olutanga,0,0,7,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,10,2021
Omar,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,2021
Opol,0,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,2021
Orani,0,0,22,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,24,2021
Oras,0,0,6,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,10,2021
Orion,0,0,17,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,20,2021
Ormoc,0,0,33,13,0,1,0,0,0,6,10,4,1,0,0,0,7,0,75,2021
Oroquieta,0,0,14,2,0,0,0,0,1,0,0,2,3,0,0,0,1,0,23,2021
Oslob,0,0,19,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,21,2021
Oton,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,2021
Ozamiz,0,0,21,7,0,0,0,4,1,3,0,5,2,0,0,0,1,0,44,2021
Padada,0,0,17,1,0,0,0,0,0,0,0,2,2,0,0,0,1,0,23,2021
Padre Burgos (QN),0,0,25,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,28,2021
Padre Burgos (SL),0,0,25,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,28,2021
Padre Garcia,0,0,17,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,20,2021
Paete,0,1,8,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12,2021
Pagadian,0,0,26,7,0,1,0,0,0,0,0,8,0,0,0,0,5,0,47,2021
Pagagawan,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2021
Pagalungan,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2021
Pagayawan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2021
Pagbilao,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,2021
Paglat,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2021
Pagsanghan,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2021
Pagsanjan,0,0,10,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,14,2021
Pagudpud,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2021
Pakil,0,0,8,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11,2021
Palanan,0,0,15,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18,2021
Palanas,0,0,25,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,2021
Palapag,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,2021
Palauig,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,2021
Palayan,0,0,9,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,13,2021
Palimbang,0,0,19,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,2021
Palo,0,0,8,4,0,0,1,0,0,1,3,2,1,0,0,0,1,0,21,2021
Palompon,0,0,9,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,13,2021
Paluan,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7,2021
Pambujan,0,0,7,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10,2021
Pamplona (CG),0,0,38,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,44,2021
Pamplona (CS),0,0,38,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,44,2021
Pamplona (NR),0,0,38,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,44,2021
Panabo,0,0,40,10,0,0,0,0,0,0,0,6,1,0,0,0,1,0,58,2021
Panaon,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2021
Panay,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,2021
Pandag,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2021
Pandami,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2021
Pandan (AE),0,0,22,1,0,0,0,0,0,0,0,1,2,0,0,0,2,0,28,2021
Pandan (CT),0,0,22,1,0,0,0,0,0,0,0,1,2,0,0,0,2,0,28,2021
Pandi,0,0,21,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,28,2021
Panganiban,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7,2021
Pangantucan,0,0,19,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,22,2021
Pangil,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2021
Panglao,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,2021
Panglima Estino,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,2021
Panglima Sugala,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,2021
Pangutaran,0,0,10,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,14,2021
Paniqui,0,0,12,1,0,0,0,0,0,0,0,3,0,0,0,0,2,0,18,2021
Panitan,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27,2021
Pantabangan,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,2021
Pantao Ragat,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2021
Pantar,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2021
Pantukan,0,0,13,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,17,2021
Panukulan,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2021
Paoay,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,2021
Paombong,0,0,12,3,0,0,0,0,0,0,0,1,0,0,0,0,2,0,18,2021
Paracale,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27,2021
Paracelis,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11,2021
Paranas,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2021
Parang (MA),0,0,21,7,0,0,0,0,0,0,0,1,1,0,0,0,3,0,33,2021
Parang (SU),0,0,21,7,0,0,0,0,0,0,0,1,1,0,0,0,3,0,33,2021
Paranaque,0,0,1,3,0,3,0,1,1,0,0,11,0,0,0,0,16,1,37,2021
Pasacao,0,0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,2021
Pasay,0,0,0,2,0,3,0,0,0,0,0,4,0,0,0,0,13,1,23,2021
Pasig,0,0,0,15,0,4,0,0,1,0,0,19,0,0,0,0,45,1,85,2021
Pasil,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,2021
Passi,0,0,36,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,39,2021
Pastrana,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2021
Pasuquin,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2021
Pata,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2021
Pateros,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,6,2021
Patikul,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,2021
Patnanungan,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2021
Patnongon,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2021
Pavia,0,0,13,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,15,2021
Payao,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2021
Perez,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,2021
Penablanca,0,0,24,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27,2021
Penaranda,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2021
Penarrubia,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2021
Piagapo,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2021
Piat,0,0,11,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,14,2021
Picong,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2021
Piddig,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7,2021
Pidigan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2021
Pigcawayan,0,0,40,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,43,2021
Pikit,0,0,23,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,26,2021
Pila,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,2021
Pilar (AA),0,0,135,2,0,0,0,0,2,0,0,0,0,0,0,0,7,0,146,2021
Pilar (BN),0,0,135,2,0,0,0,0,2,0,0,0,0,0,0,0,7,0,146,2021
