name,Ambulatory Surgical Clinic,Animal Bite Treatment Center,Barangay Health Station,Birthing Home,City Health Office,COVID-19 Testing Laboratory,DepEd Clinic,Dialysis Clinic,Drug Abuse Treatment and Rehabilitation Centers,Drug Testing Laboratory,General Clinic Laboratory,Hospital,Infirmary,Municipal Health Office,Provincial Health Office,Psychiatric Care Facility,Rural Health Unit,Social hygiene Clinic,Total,year
Sibalom,0,0,13,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,15,2021
Sibonga,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12,2021
Sibuco,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9,2021
Sibulan,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,17,2021
Sibunag,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,2021
Sibutad,0,0,7,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11,2021
Sibutu,0,0,7,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10,2021
Sierra Bullones,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,2021
Sigay,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2021
Sigma,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,2021
Sikatuna,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2021
Silago,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,2021
Silang,0,0,66,12,0,0,0,0,3,0,0,4,2,0,0,0,2,0,89,2021
Silay,0,0,22,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,25,2021
Silvino Lobos,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2021
Simunul,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,2021
Sinacaban,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,2021
Sinait,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,14,2021
Sindangan,0,0,53,3,0,0,0,0,0,0,0,1,1,0,0,0,1,0,59,2021
Siniloan,0,0,16,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,19,2021
Siocon,0,0,7,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,11,2021
Sipalay,0,0,17,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,19,2021
Sipocot,0,0,45,3,0,0,0,0,0,0,0,0,2,0,0,0,1,0,51,2021
Siquijor,0,0,21,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,23,2021
Sirawai,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2021
Siruma,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,2021
Sison (PS),0,0,29,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,34,2021
Sison (SN),0,0,29,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,34,2021
Sitangkai,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2021
Socorro (OR),0,0,31,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,35,2021
Socorro (SN),0,0,31,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,35,2021
Sofronio Espanola,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,2021
Sogod (CU),0,0,25,1,0,0,0,0,0,1,2,4,3,0,0,0,2,0,38,2021
Sogod (SL),0,0,25,1,0,0,0,0,0,1,2,4,3,0,0,0,2,0,38,2021
Solana,0,0,38,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,44,2021
Solano,0,0,22,1,0,0,0,0,0,0,4,3,0,0,0,0,1,0,31,2021
Solsona,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2021
Sominot,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2021
Sorsogon,0,0,69,5,0,1,0,0,0,0,1,5,0,0,0,0,3,0,84,2021
South Ubian,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,2021
South Upi,0,0,8,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11,2021
Santa,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,29,2021
Santa Ana (CG),0,0,20,1,0,0,0,0,0,0,1,3,2,0,0,0,7,0,34,2021
Santa Ana (PA),0,0,20,1,0,0,0,0,0,0,1,3,2,0,0,0,7,0,34,2021
Santa Barbara (IO),0,0,26,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,30,2021
Santa Barbara (PS),0,0,26,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,30,2021
Santa Catalina (IS),0,0,34,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,39,2021
Santa Catalina (NR),0,0,34,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,39,2021
Santa Cruz (DS),0,0,73,3,0,0,0,0,0,0,6,6,5,0,0,0,11,1,105,2021
Santa Cruz (IS),0,0,73,3,0,0,0,0,0,0,6,6,5,0,0,0,11,1,105,2021
Santa Cruz (LA),0,0,27,2,0,1,0,0,0,0,0,4,0,0,0,0,2,0,36,2021
Santa Cruz (ME),0,0,73,3,0,0,0,0,0,0,6,6,5,0,0,0,11,1,105,2021
Santa Cruz (OM),0,0,73,3,0,0,0,0,0,0,6,6,5,0,0,0,11,1,105,2021
Santa Cruz (ZA),0,0,73,3,0,0,0,0,0,0,6,6,5,0,0,0,11,1,105,2021
Santa Elena,0,0,8,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,12,2021
Santa Fe (CU),0,0,29,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,37,2021
Santa Fe (LE),0,0,29,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,37,2021
Santa Fe (NV),0,0,29,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,37,2021
Santa Fe (RN),0,0,29,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,37,2021
Santa Ignacia,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2021
Santa Josefa,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2021
Santa Lucia,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,9,2021
Santa Magdalena,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2021
Santa Marcela,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15,2021
Santa Margarita,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2021
Santa Maria (BU),0,0,108,10,0,0,0,0,0,0,0,6,7,0,0,0,11,0,142,2021
Santa Maria (DS),0,0,108,10,0,0,0,0,0,0,0,6,7,0,0,0,11,0,142,2021
Santa Maria (IS),0,0,108,10,0,0,0,0,0,0,0,6,7,0,0,0,11,0,142,2021
Santa Maria (IA),0,0,108,10,0,0,0,0,0,0,0,6,7,0,0,0,11,0,142,2021
Santa Maria (LA),0,0,108,10,0,0,0,0,0,0,0,6,7,0,0,0,11,0,142,2021
Santa Maria (PS),0,0,108,10,0,0,0,0,0,0,0,6,7,0,0,0,11,0,142,2021
Santa Maria (Imelda),0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2021
Santa Monica,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2021
Santander,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2021
Santa Praxedes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2021
Santa Rita (PA),0,0,17,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,24,2021
Santa Rita (WS),0,0,17,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,24,2021
Santa Rosa (LA),0,0,19,3,0,2,0,0,0,0,0,9,0,0,0,0,2,0,35,2021
Santa Rosa (NE),0,0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,22,2021
Santa Teresita (BS),0,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,31,2021
Santa Teresita (CG),0,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,31,2021
Santo Domingo (AY),0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,2021
Santo Domingo (IS),0,0,42,3,0,0,0,0,0,0,0,1,1,0,0,0,3,0,50,2021
Santo Domingo (NE),0,0,42,3,0,0,0,0,0,0,0,1,1,0,0,0,3,0,50,2021
Santol,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,2021
Santo Nino (CG),0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2021
Santo Nino (WS),0,0,13,4,0,0,0,0,0,0,0,0,2,0,0,0,2,0,21,2021
Santo Nino (SC),0,0,13,4,0,0,0,0,0,0,0,0,2,0,0,0,2,0,21,2021
Santo Tomas (BS),0,0,70,10,0,0,0,0,0,0,0,6,5,0,0,0,6,0,97,2021
Santo Tomas (DN),0,0,70,10,0,0,0,0,0,0,0,6,5,0,0,0,6,0,97,2021
Santo Tomas (IA),0,0,70,10,0,0,0,0,0,0,0,6,5,0,0,0,6,0,97,2021
Santo Tomas (LU),0,0,70,10,0,0,0,0,0,0,0,6,5,0,0,0,6,0,97,2021
Santo Tomas (PA),0,0,70,10,0,0,0,0,0,0,0,6,5,0,0,0,6,0,97,2021
Santo Tomas (PS),0,0,70,10,0,0,0,0,0,0,0,6,5,0,0,0,6,0,97,2021
Sual,0,0,7,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,10,2021
Subic,0,0,16,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,22,2021
Sudipen,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,2021
Sugbongcogon,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2021
Sugpon,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2021
Sulat,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2021
Sulop,0,0,25,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,30,2021
Sultan Dumalondong,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2021
Sultan Kudarat,0,0,24,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,29,2021
Sultan Mastura,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,2021
Sultan Naga Dimaporo,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7,2021
Sultan Sa Barongis,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2021
Sumilao,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12,2021
Sumisip,0,0,16,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,19,2021
Surallah,0,0,19,4,0,0,0,0,0,0,0,3,1,0,0,0,1,0,28,2021
Surigao,0,0,47,0,0,2,0,0,1,0,0,4,1,0,0,0,6,0,61,2021
Suyo,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2021
Taal,0,0,20,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,24,2021
Tabaco,0,0,18,6,0,0,0,0,0,0,0,5,2,0,0,0,1,0,32,2021
Tabango,0,0,9,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,13,2021
Tabina,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2021
Tabogon,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,2021
Tabontabon,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2021
Tabuan-Lasa,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2021
Tabuelan,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,2021
Tabuk,0,0,38,1,0,0,0,0,0,0,0,5,2,0,0,0,4,0,50,2021
Tacloban,0,0,24,8,1,2,0,2,0,8,9,6,0,0,0,0,6,0,66,2021
Tacurong,0,0,25,2,0,0,1,0,0,0,0,9,5,0,0,0,1,0,43,2021
Tadian,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,2021
Taft,0,0,5,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,10,2021
Tagana-An,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2021
Tagapul-An,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2021
Tagaytay,0,0,32,3,0,0,0,0,3,0,0,2,1,0,0,0,1,0,42,2021
Tagbilaran,0,0,17,7,0,2,0,0,0,0,0,8,0,0,0,0,1,0,35,2021
Tagbina,0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26,2021
Tagkawayan,0,0,45,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,47,2021
Tago,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,2021
Tagoloan (LN),0,0,13,1,0,0,0,0,0,0,0,1,1,0,0,0,2,0,18,2021
Tagoloan (MO),0,0,13,1,0,0,0,0,0,0,0,1,1,0,0,0,2,0,18,2021
Tagoloan Ii,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2021
Tagudin,0,0,41,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,43,2021
Taguig,0,0,0,7,0,5,0,0,1,0,1,8,1,0,0,0,35,1,59,2021
Tagum,0,0,31,10,0,1,0,0,0,0,0,7,0,0,0,0,1,0,50,2021
Talacogon,0,0,14,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,16,2021
Talaingod,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2021
Talakag,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12,2021
Talalora,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2021
Talavera,0,0,17,5,0,0,0,0,0,0,0,1,0,0,0,0,3,0,26,2021
Talayan,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,2021
Talibon,0,0,25,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,29,2021
Talipao,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,2021
Talisay (BS),0,0,20,1,0,0,0,0,1,0,0,1,0,0,0,0,2,0,25,2021
Talisay (CN),0,0,20,1,0,0,0,0,1,0,0,1,0,0,0,0,2,0,25,2021
Talisay  (CU),0,0,49,1,0,0,0,0,0,0,0,1,0,0,0,0,4,1,56,2021
Talisay (NO),0,0,49,1,0,0,0,0,0,0,0,1,0,0,0,0,4,1,56,2021
Talisayan,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,9,2021
Talitay,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2021
Talugtug,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2021
Talusan,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2021
Tambulig,0,0,5,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11,2021
Tampakan,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,2021
Tamparan,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,4,2021
Tampilisan,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2021
Tanauan (BS),0,0,45,4,0,1,0,0,0,0,0,5,1,0,0,0,2,0,58,2021
Tanauan (LE),0,0,6,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,11,2021
Tanay,0,0,19,1,0,0,0,0,0,0,0,1,1,0,0,0,3,0,25,2021
Tandag,0,0,12,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,16,2021
Tandubas,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,2021
Tangalan,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2021
Tangcal,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2021
Tangub,0,0,13,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,17,2021
Tanjay,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,27,2021
Tantangan,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,2021
Tanudan,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,14,2021
Tanza,0,0,42,14,0,0,0,0,0,0,0,3,1,0,0,0,1,0,61,2021
Tapaz,0,0,48,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,50,2021
Tapul,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,2021
Taraka,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2021
Tarangnan,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8,2021
Tarlac,0,0,51,7,1,3,0,0,1,0,0,7,2,0,0,0,10,0,82,2021
Tarragona,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,2021
Tayabas,0,0,17,18,0,0,0,0,0,0,0,1,0,0,0,0,1,0,37,2021
Tayasan,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11,2021
Taysan,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,2021
Taytay (PN),0,0,69,12,0,0,0,0,0,0,0,4,1,0,0,0,9,0,95,2021
Taytay (RL),0,0,69,12,0,0,0,0,0,0,0,4,1,0,0,0,9,0,95,2021
Tayug,0,0,21,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,25,2021
Tayum,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2021
Teresa,0,0,9,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,13,2021
Ternate,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2021
Tiaong,0,0,30,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,34,2021
Tibiao,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,2021
Tigaon,0,0,23,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,27,2021
Tigbao,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2021
Tigbauan,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,2021
Tinambac,0,0,12,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,18,2021
Tineg,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2021
Tinglayan,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,2021
Tingloy,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2021
Tinoc,0,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,17,2021
Tipo-Tipo,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,2021
Titay,0,0,10,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,13,2021
Tiwi,0,0,11,3,0,0,0,0,0,0,0,0,3,0,0,0,1,0,18,2021
Tobias Fornier,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9,2021
Toboso,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2021
Toledo,0,0,38,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,41,2021
Tolosa,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2021
Tomas Oppus,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,2021
Tongkil,0,0,9,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12,2021
Torrijos,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8,2021
Trece Martires,0,0,13,10,0,0,0,0,0,0,0,2,0,0,0,0,1,0,26,2021
Trento,0,0,7,1,0,0,3,0,0,0,0,0,1,0,0,0,1,0,13,2021
Trinidad,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,2021
Tuao,0,0,9,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,14,2021
Tuba,0,0,16,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18,2021
Tubajon,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2021
Tubao,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,2021
Tubaran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2021
Tubay,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,2021
Tubigon,0,0,15,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,20,2021
Tublay,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9,2021
Tubo,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2021
Tubod (LN),0,0,24,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,27,2021
Tubod (SN),0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2021
Tubungan,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,2021
Tuburan (BA),0,0,54,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,59,2021
Tuburan (CU),0,0,54,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,59,2021
Tudela (CU),0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,15,2021
Tudela (MC),0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,15,2021
Tugaya,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2021
Tuguegarao,0,0,35,6,0,2,0,0,0,0,10,7,1,0,0,1,1,0,63,2021
Tukuran,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,2021
Tulunan,0,0,26,1,0,0,0,0,0,0,0,2,1,0,0,0,1,0,31,2021
Tumauini,0,0,28,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,33,2021
Tunga,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2021
Tungawan,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2021
Tupi,0,0,16,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,21,2021
Turtle Islands,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2021
Tuy,0,0,6,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9,2021
Ubay,0,0,43,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,48,2021
Umingan,0,0,58,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,62,2021
Ungkaya Pukan,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2021
Unisan,0,0,36,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,39,2021
Upi,0,0,17,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,20,2021
Urbiztondo,0,0,11,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,14,2021
Urdaneta,0,0,33,6,0,0,0,0,0,0,0,3,0,0,0,0,3,0,45,2021
Uson,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,2021
Uyugan,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2021
Valderrama,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9,2021
Valencia (BL),0,0,35,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,38,2021
Valencia (BK),0,0,31,7,0,0,0,0,0,0,0,6,2,0,0,0,1,0,47,2021
Valencia (NR),0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,2021
Valenzuela,0,0,7,8,0,1,0,0,0,0,0,8,2,0,0,0,45,1,72,2021
Valladolid,0,0,16,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,19,2021
Vallehermoso,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,2021
Veruela,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,2021
Victoria (LA),0,0,52,3,0,0,0,0,0,0,0,0,5,0,0,0,5,0,65,2021
Victoria (NS),0,0,52,3,0,0,0,0,0,0,0,0,5,0,0,0,5,0,65,2021
Victoria (OR),0,0,52,3,0,0,0,0,0,0,0,0,5,0,0,0,5,0,65,2021
Victoria (TC),0,0,52,3,0,0,0,0,0,0,0,0,5,0,0,0,5,0,65,2021
Victorias,0,0,19,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,22,2021
Viga,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,13,2021
Vigan,0,1,37,1,0,0,0,0,0,0,0,3,2,0,0,0,1,0,45,2021
Villaba,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,2021
Villanueva,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,2021
Villareal,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2021
Villasis,0,0,17,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20,2021
Villaverde,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,2021
Villaviciosa,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9,2021
Vincenzo A Sagun,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,2021
Vintar,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,2021
Vinzons,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,2021
Virac,0,0,29,3,0,0,0,0,0,0,1,3,0,0,0,0,1,0,37,2021
Wao,0,0,26,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,29,2021
Zamboanga,0,0,87,17,0,4,0,0,1,0,0,13,3,0,0,0,17,1,143,2021
Zamboanguita,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,2021
Zaragoza,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,2021
Zarraga,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2021
Zumarraga,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,2021
